lsoa11cd,r_dom,h_dom,e_dom,ahah,gpp_d,ed_d,dent_d,pharm_d,gamb_d,ffood_d,leis_d,green900,pubs2_d,off2_d,tobac_d,no2,pm10,so2
E01008371,35.5046782044,3.97056744213,5.77839246695,14.9734062519,0.707575757575758,3.39818181818182,0.507575757575758,0.808484848484848,0.736666666666667,0.569090909090909,0.678181818181818,1.65005800401,0.533030303030303,0.971515151515152,2.6430303030303,13.8498684,10.39647503,1.001966069
E01008372,61.9735388373,0.3928733654,4.97698073281,22.2272484024,0.386521739130435,3.17347826086957,0.262608695652174,0.356521739130435,0.514782608695652,0.21304347826087,0.41304347826087,2.40431862778,0.198695652173913,0.566086956521739,2.35086956521739,13.90809564,10.38614103,1.003693409
E01008373,39.9594436341,2.07021971831,4.78727969136,15.4702934016,0.503333333333333,3.04875,0.719583333333333,0.323333333333333,1.01041666666667,0.627916666666667,0.926666666666667,2.28426988196,0.465833333333333,0.413333333333333,2.60833333333333,13.60389877,10.27266718,0.995703175
E01008374,16.5254036344,8.34717195644,6.90578341601,10.5703301918,1.86466666666667,4.99,0.362,0.640333333333333,0.899666666666667,1.842,1.913,0.75124721358,0.489333333333333,3.31933333333333,5.573,12.31661522,10.14977494,0.966958826
E01008375,12.255655974,10.6916236725,5.97648283824,9.65175785669,2.0680487804878,5.64243902439024,0.449024390243902,0.553414634146342,0.802926829268293,2.0680487804878,2.56414634146341,0.9787653975,1.06707317073171,3.42219512195122,5.70487804878049,12.3207835,10.14187144,0.96781957
E01008376,16.119426159,6.58916928665,6.40659046505,9.6739030434,1.92045454545455,5.26363636363636,0.252272727272727,0.545909090909091,0.668181818181818,1.92045454545455,2.18681818181818,0.91383749674,0.688636363636364,3.34090909090909,5.62590909090909,12.57680474,10.14812922,0.972264029
E01008377,12.0995342397,13.5012190828,5.42166526209,10.3724103237,1.27083333333333,4.94083333333333,0.711666666666667,1.01291666666667,1.16354166666667,1.60916666666667,2.243125,1.13797917613,1.7175,1.97729166666667,4.27208333333333,12.18671163,10.13147361,0.966102966
E01008378,9.92011167247,12.0443603297,4.96280001401,9.00644336865,2.28290322580645,4.51193548387097,0.568064516129032,0.699354838709677,1.65903225806452,1.77096774193548,2.11,1.71401229467,1.21129032258065,2.90548387096774,5.09451612903226,13.02591886,10.17684134,0.982639384
E01008379,8.07119663507,14.5994885534,5.19824831674,9.34274294225,2.52935483870968,5.12193548387097,0.801612903225806,0.582258064516129,1.64225806451613,2.45096774193548,2.48935483870968,1.50852324536,1.27645161290323,3.48064516129032,5.7058064516129,12.90989155,10.17037873,0.981391162
E01008380,20.7378168574,8.08279080559,5.39000835684,11.3703311946,0.59375,3.85875,0.955,0.59375,0.82875,0.70975,3.048,1.29072951764,2.23025,1.09425,3.315,12.55286958,10.17091308,0.977186016
E01008381,10.8236340771,23.6563967214,9.3241106295,14.6919306384,0.688095238095238,8.97595238095238,1.79904761904762,1.03261904761905,0.741666666666667,2.62666666666667,5.94142857142857,0.26202558614,1.11,5.03666666666667,5.11047619047619,10.86727594,10.18797354,0.926181024
E01008382,13.1766930012,14.4246436797,6.89109670558,11.5267494543,0.7544,8.684,1.9316,0.3536,0.476,2.7584,5.0808,0.60101974838,1.2412,4.7436,4.4756,11.2851501,10.27862549,0.949522442
E01008383,8.83564671531,25.9406500985,9.79817005943,14.9689805691,1.04222222222222,9.16777777777778,2.1337037037037,0.804814814814815,0.835555555555556,3.01407407407407,5.40777777777778,0.23821441045,1.49814814814815,5.23703703703704,4.8262962962963,10.87272083,10.20783931,0.929866766
E01008384,8.65580806382,24.0369045834,6.03086918699,13.0191510511,1.055,8.53807692307692,1.81115384615385,0.768461538461538,1.05192307692308,2.86346153846154,5.50346153846154,0.76605044195,1.42307692307692,4.59884615384615,4.70846153846154,11.28191036,10.27599624,0.948724114
E01008385,8.47657817697,14.8191533336,7.98558094124,10.4710246424,1.23692307692308,8.43589743589744,1.83230769230769,0.285128205128205,0.91948717948718,3.37025641025641,4.55230769230769,0.40180300546,1.69333333333333,4.6448717948718,4.13897435897436,11.01610233,10.23278197,0.936738151
E01008386,8.42708256499,24.9151787507,5.65909952498,13.1196008649,1.38851851851852,7.77,1.31148148148148,0.972962962962963,1.27185185185185,2.73444444444444,4.73592592592593,0.89660740607,1.65925925925926,3.83111111111111,3.99666666666667,11.38180669,10.27306278,0.952594864
E01008387,6.55369481833,28.3497858825,5.90463602929,13.7501763798,1.60583333333333,8.01729166666667,2.16729166666667,0.866041666666667,1.37791666666667,3.32104166666667,4.27791666666667,0.63077489847,2.61979166666667,4.18875,3.80166666666667,10.68186283,10.06783104,0.923523217
E01008388,26.107631198,4.56792138462,13.6908534752,14.6865932129,1.10583333333333,4.65625,0.545833333333333,0.334583333333333,0.32875,1.38166666666667,1.37791666666667,0.42300752104,1.38166666666667,2.39083333333333,2.20208333333333,14.48530595,10.62986223,1.027522294
E01008389,13.6179589811,7.88648038623,12.28162494,11.2282660253,0.678636363636364,5.10318181818182,0.990909090909091,0.554090909090909,0.839545454545455,1.83045454545455,1.82681818181818,0.50927433616,1.83045454545455,2.84772727272727,2.65636363636364,14.42102718,10.6249218,1.027364254
E01008390,6.06696224201,9.31187369394,10.0848373149,8.49613090972,0.545862068965517,5.42310344827586,1.55172413793103,0.545862068965517,1.47103448275862,4.48344827586207,2.14551724137931,0.69727698398,4.70241379310345,3.16689655172414,2.9751724137931,14.06915608,10.81234564,1.023394304
E01008391,18.7181143452,5.21052777845,15.5711835574,13.0870477525,0.57,4.81846153846154,0.594615384615385,0.583076923076923,0.638076923076923,1.54538461538462,1.54269230769231,0.30738136455,1.54538461538462,2.39038461538462,2.25038461538462,14.24803104,10.63712577,1.020921588
E01008392,22.663190326,7.64399429192,14.348374673,14.8127745089,0.782127659574468,4.43255319148936,0.958723404255319,0.783617021276596,0.990425531914894,1.13531914893617,1.02340425531915,0.35964542047,1.14510638297872,1.84659574468085,1.67212765957447,14.24213492,10.62438251,1.021127164
E01008394,19.8259391852,8.88122717623,5.03649996545,11.2242221596,1.25166666666667,1.25166666666667,1.15555555555556,1.18055555555556,1.28166666666667,1.00722222222222,1.46277777777778,2.24433199278,1.17055555555556,2.25944444444444,1.83111111111111,13.64907231,10.34140045,1.016040757
E01008395,30.2858529624,4.30401200691,5.96519789854,13.4262108665,0.97425,1.1235,0.7165,0.804,0.84625,0.573,1.11925,1.72385495366,0.82025,2.42925,1.36125,14.16283092,10.41127387,1.018043895
